1,grayscale_avg,0.007432
2,grayscale_lums,0.004534
3,colorMasks,0.018271
4,encodeMessages,0.000019
5,decodeMessages,0.000038
6,std_convolve_clamp_to_0,0.013679
7,std_convolve_clamp_to_border,0.019803
8,flipX,0.017472
9,flipY,0.033361
10,encodeBytes,0.795121
11,grayscale_avg,0.002678
12,grayscale_lums,0.002226
13,colorMasks,0.016313
14,encodeMessages,0.000118
15,decodeMessages,0.000019
16,std_convolve_clamp_to_0,0.030405
17,std_convolve_clamp_to_border,0.027256
18,flipX,0.03888
19,flipY,0.045222
20,encodeBytes,0.526282
21,grayscale_avg,0.00314
22,grayscale_lums,0.00527
23,colorMasks,0.029923
24,encodeMessages,0.000042
25,decodeMessages,0.000027
26,std_convolve_clamp_to_0,0.014568
27,std_convolve_clamp_to_border,0.018234
28,flipX,0.015118
29,flipY,0.031502
30,encodeBytes,0.615248
31,grayscale_avg,0.00372
32,grayscale_lums,0.004221
33,colorMasks,0.011029
34,encodeMessages,0.000012
35,decodeMessages,0.00003
36,std_convolve_clamp_to_0,0.018977
37,std_convolve_clamp_to_border,0.01731
38,flipX,0.011689
39,flipY,0.027644
40,encodeBytes,0.585853
41,grayscale_avg,0.002507
42,grayscale_lums,0.002447
43,colorMasks,0.011895
44,encodeMessages,0.000013
45,decodeMessages,0.000008
46,std_convolve_clamp_to_0,0.013471
47,std_convolve_clamp_to_border,0.013966
48,flipX,0.014482
49,flipY,0.014738
50,encodeBytes,0.562102
51,grayscale_avg,0.001917
52,grayscale_lums,0.002491
53,colorMasks,0.028322
54,encodeMessages,0.000032
55,decodeMessages,0.000007
56,std_convolve_clamp_to_0,0.016317
57,std_convolve_clamp_to_border,0.032826
58,flipX,0.014395
59,flipY,0.026875
60,encodeBytes,0.626086
61,grayscale_avg,0.004401
62,grayscale_lums,0.00228
63,colorMasks,0.019776
64,encodeMessages,0.000057
65,decodeMessages,0.000012
66,std_convolve_clamp_to_0,0.027201
67,std_convolve_clamp_to_border,0.023712
68,flipX,0.028595
69,flipY,0.044481
70,encodeBytes,0.662074
71,grayscale_avg,0.004372
72,grayscale_lums,0.004656
73,colorMasks,0.034583
74,encodeMessages,0.000024
75,decodeMessages,0.000026
76,std_convolve_clamp_to_0,0.010072
77,std_convolve_clamp_to_border,0.00982
78,flipX,0.024594
79,flipY,0.027788
80,encodeBytes,0.627287
81,grayscale_avg,0.002601
82,grayscale_lums,0.003624
83,colorMasks,0.011275
84,encodeMessages,0.000016
85,decodeMessages,0.000028
86,std_convolve_clamp_to_0,0.024509
87,std_convolve_clamp_to_border,0.032902
88,flipX,0.035593
89,flipY,0.014126
90,encodeBytes,0.63895
91,grayscale_avg,0.003159
92,grayscale_lums,0.002131
93,colorMasks,0.01128
94,encodeMessages,0.000015
95,decodeMessages,0.000006
96,std_convolve_clamp_to_0,0.016152
97,std_convolve_clamp_to_border,0.025239
98,flipX,0.022465
99,flipY,0.027961
100,encodeBytes,0.456318
101,grayscale_avg,0.002383
102,grayscale_lums,0.002026
103,colorMasks,0.011345
104,encodeMessages,0.000011
105,decodeMessages,0.000009
106,std_convolve_clamp_to_0,0.013395
107,std_convolve_clamp_to_border,0.011692
108,flipX,0.029935
109,flipY,0.035623
110,encodeBytes,0.486143
111,grayscale_avg,0.002778
112,grayscale_lums,0.007794
113,colorMasks,0.027156
114,encodeMessages,0.000109
115,decodeMessages,0.000007
116,std_convolve_clamp_to_0,0.021697
117,std_convolve_clamp_to_border,0.029382
118,flipX,0.01559
119,flipY,0.029307
120,encodeBytes,0.544463
121,grayscale_avg,0.003166
122,grayscale_lums,0.002658
123,colorMasks,0.031017
124,encodeMessages,0.000014
125,decodeMessages,0.000011
126,std_convolve_clamp_to_0,0.019027
127,std_convolve_clamp_to_border,0.013465
128,flipX,0.022015
129,flipY,0.017938
130,encodeBytes,0.519442
131,grayscale_avg,0.002279
132,grayscale_lums,0.001924
133,colorMasks,0.01182
134,encodeMessages,0.000009
135,decodeMessages,0.000006
136,std_convolve_clamp_to_0,0.009712
137,std_convolve_clamp_to_border,0.014344
138,flipX,0.020124
139,flipY,0.026277
140,encodeBytes,0.608824
141,grayscale_avg,0.002869
142,grayscale_lums,0.002059
143,colorMasks,0.018181
144,encodeMessages,0.000011
145,decodeMessages,0.000005
146,std_convolve_clamp_to_0,0.010971
147,std_convolve_clamp_to_border,0.013559
148,flipX,0.020896
149,flipY,0.031689
150,encodeBytes,0.645275
151,grayscale_avg,0.00244
152,grayscale_lums,0.002118
153,colorMasks,0.012481
154,encodeMessages,0.000016
155,decodeMessages,0.000013
156,std_convolve_clamp_to_0,0.011612
157,std_convolve_clamp_to_border,0.010547
158,flipX,0.022259
159,flipY,0.033024
160,encodeBytes,0.576483
161,grayscale_avg,0.003085
162,grayscale_lums,0.001912
163,colorMasks,0.01351
164,encodeMessages,0.000018
165,decodeMessages,0.000012
166,std_convolve_clamp_to_0,0.014632
167,std_convolve_clamp_to_border,0.018257
168,flipX,0.010844
169,flipY,0.021594
170,encodeBytes,0.577944
171,grayscale_avg,0.004245
172,grayscale_lums,0.004101
173,colorMasks,0.030987
174,encodeMessages,0.000082
175,decodeMessages,0.000019
176,std_convolve_clamp_to_0,0.02616
177,std_convolve_clamp_to_border,0.015946
178,flipX,0.022483
179,flipY,0.012781
180,encodeBytes,0.597026
181,grayscale_avg,0.002706
182,grayscale_lums,0.002668
183,colorMasks,0.010968
184,encodeMessages,0.00001
185,decodeMessages,0.000009
186,std_convolve_clamp_to_0,0.020951
187,std_convolve_clamp_to_border,0.017034
188,flipX,0.026828
189,flipY,0.037719
190,encodeBytes,0.608842
191,grayscale_avg,0.003195
192,grayscale_lums,0.002662
193,colorMasks,0.012979
194,encodeMessages,0.000009
195,decodeMessages,0.000009
196,std_convolve_clamp_to_0,0.021179
197,std_convolve_clamp_to_border,0.017033
198,flipX,0.02834
199,flipY,0.023797
200,encodeBytes,0.591242
201,grayscale_avg,0.00222
202,grayscale_lums,0.002634
203,colorMasks,0.01195
204,encodeMessages,0.000007
205,decodeMessages,0.000007
206,std_convolve_clamp_to_0,0.012207
207,std_convolve_clamp_to_border,0.024755
208,flipX,0.016735
209,flipY,0.043531
210,encodeBytes,0.585089
211,grayscale_avg,0.005569
212,grayscale_lums,0.00389
213,colorMasks,0.034114
214,encodeMessages,0.000021
215,decodeMessages,0.000016
216,std_convolve_clamp_to_0,0.024285
217,std_convolve_clamp_to_border,0.021185
218,flipX,0.033199
219,flipY,0.028659
220,encodeBytes,0.572825
221,grayscale_avg,0.002051
222,grayscale_lums,0.002041
223,colorMasks,0.013285
224,encodeMessages,0.000051
225,decodeMessages,0.000015
226,std_convolve_clamp_to_0,0.025836
227,std_convolve_clamp_to_border,0.017281
228,flipX,0.021519
229,flipY,0.026202
230,encodeBytes,0.60664
231,grayscale_avg,0.002118
232,grayscale_lums,0.002831
233,colorMasks,0.011848
234,encodeMessages,0.000015
235,decodeMessages,0.000019
236,std_convolve_clamp_to_0,0.023875
237,std_convolve_clamp_to_border,0.012087
238,flipX,0.029316
239,flipY,0.011244
240,encodeBytes,0.597863
241,grayscale_avg,0.002923
242,grayscale_lums,0.003192
243,colorMasks,0.011838
244,encodeMessages,0.000014
245,decodeMessages,0.000012
246,std_convolve_clamp_to_0,0.01091
247,std_convolve_clamp_to_border,0.027813
248,flipX,0.023507
249,flipY,0.012911
250,encodeBytes,0.601237
251,grayscale_avg,0.002973
252,grayscale_lums,0.002053
253,colorMasks,0.011725
254,encodeMessages,0.000011
255,decodeMessages,0.000007
256,std_convolve_clamp_to_0,0.013112
257,std_convolve_clamp_to_border,0.017651
258,flipX,0.015476
259,flipY,0.03225
260,encodeBytes,0.575836
261,grayscale_avg,0.002004
262,grayscale_lums,0.002393
263,colorMasks,0.015126
264,encodeMessages,0.000015
265,decodeMessages,0.000055
266,std_convolve_clamp_to_0,0.0232
267,std_convolve_clamp_to_border,0.018498
268,flipX,0.031776
269,flipY,0.0174
270,encodeBytes,0.640091
271,grayscale_avg,0.002194
272,grayscale_lums,0.003428
273,colorMasks,0.02185
274,encodeMessages,0.000055
275,decodeMessages,0.000023
276,std_convolve_clamp_to_0,0.040338
277,std_convolve_clamp_to_border,0.016598
278,flipX,0.022365
279,flipY,0.037737
280,encodeBytes,0.670611
281,grayscale_avg,0.00253
282,grayscale_lums,0.007512
283,colorMasks,0.016158
284,encodeMessages,0.000036
285,decodeMessages,0.000033
286,std_convolve_clamp_to_0,0.026844
287,std_convolve_clamp_to_border,0.019606
288,flipX,0.026869
289,flipY,0.028231
290,encodeBytes,0.635046
291,grayscale_avg,0.005839
292,grayscale_lums,0.002308
293,colorMasks,0.013776
294,encodeMessages,0.00001
295,decodeMessages,0.000041
296,std_convolve_clamp_to_0,0.012391
297,std_convolve_clamp_to_border,0.010491
298,flipX,0.022421
299,flipY,0.027815
300,encodeBytes,0.630796
301,grayscale_avg,0.002104
302,grayscale_lums,0.002825
303,colorMasks,0.013733
304,encodeMessages,0.000074
305,decodeMessages,0.00008
306,std_convolve_clamp_to_0,0.030825
307,std_convolve_clamp_to_border,0.021913
308,flipX,0.026647
309,flipY,0.038716
310,encodeBytes,0.612325
311,grayscale_avg,0.002828
312,grayscale_lums,0.002516
313,colorMasks,0.015565
314,encodeMessages,0.000012
315,decodeMessages,0.00006
316,std_convolve_clamp_to_0,0.011221
317,std_convolve_clamp_to_border,0.02145
318,flipX,0.032888
319,flipY,0.020692
320,encodeBytes,0.722037
321,grayscale_avg,0.004189
322,grayscale_lums,0.003685
323,colorMasks,0.013271
324,encodeMessages,0.000016
325,decodeMessages,0.000022
326,std_convolve_clamp_to_0,0.022562
327,std_convolve_clamp_to_border,0.022886
328,flipX,0.024652
329,flipY,0.019479
330,encodeBytes,0.691331
331,grayscale_avg,0.004252
332,grayscale_lums,0.006947
333,colorMasks,0.014141
334,encodeMessages,0.000096
335,decodeMessages,0.000021
336,std_convolve_clamp_to_0,0.018627
337,std_convolve_clamp_to_border,0.03362
338,flipX,0.027036
339,flipY,0.020059
340,encodeBytes,0.674512
341,grayscale_avg,0.002058
342,grayscale_lums,0.001996
343,colorMasks,0.011322
344,encodeMessages,0.000014
345,decodeMessages,0.000072
346,std_convolve_clamp_to_0,0.023846
347,std_convolve_clamp_to_border,0.023568
348,flipX,0.025461
349,flipY,0.02341
350,encodeBytes,0.704166
351,grayscale_avg,0.002337
352,grayscale_lums,0.005374
353,colorMasks,0.013329
354,encodeMessages,0.000054
355,decodeMessages,0.000012
356,std_convolve_clamp_to_0,0.010135
357,std_convolve_clamp_to_border,0.01006
358,flipX,0.037049
359,flipY,0.027805
360,encodeBytes,0.646967
361,grayscale_avg,0.002102
362,grayscale_lums,0.001782
363,colorMasks,0.014309
364,encodeMessages,0.000011
365,decodeMessages,0.000045
366,std_convolve_clamp_to_0,0.024337
367,std_convolve_clamp_to_border,0.023315
368,flipX,0.030145
369,flipY,0.023391
370,encodeBytes,0.696666
371,grayscale_avg,0.002286
372,grayscale_lums,0.00262
373,colorMasks,0.026648
374,encodeMessages,0.000012
375,decodeMessages,0.000357
376,std_convolve_clamp_to_0,0.023352
377,std_convolve_clamp_to_border,0.025305
378,flipX,0.028953
379,flipY,0.032265
380,encodeBytes,0.619718
381,grayscale_avg,0.003272
382,grayscale_lums,0.002198
383,colorMasks,0.012446
384,encodeMessages,0.000018
385,decodeMessages,0.000038
386,std_convolve_clamp_to_0,0.013866
387,std_convolve_clamp_to_border,0.025631
388,flipX,0.020784
389,flipY,0.028015
390,encodeBytes,0.555243
391,grayscale_avg,0.004332
392,grayscale_lums,0.003362
393,colorMasks,0.016
394,encodeMessages,0.00003
395,decodeMessages,0.000012
396,std_convolve_clamp_to_0,0.019955
397,std_convolve_clamp_to_border,0.026279
398,flipX,0.029277
399,flipY,0.013532
400,encodeBytes,0.674162
401,grayscale_avg,0.002944
402,grayscale_lums,0.00314
403,colorMasks,0.033424
404,encodeMessages,0.000013
405,decodeMessages,0.000031
406,std_convolve_clamp_to_0,0.024971
407,std_convolve_clamp_to_border,0.028544
408,flipX,0.024376
409,flipY,0.021602
410,encodeBytes,0.656576
411,grayscale_avg,0.003547
412,grayscale_lums,0.001781
413,colorMasks,0.014004
414,encodeMessages,0.000075
415,decodeMessages,0.000045
416,std_convolve_clamp_to_0,0.031636
417,std_convolve_clamp_to_border,0.02009
418,flipX,0.023562
419,flipY,0.031854
420,encodeBytes,0.590988
421,grayscale_avg,0.002505
422,grayscale_lums,0.005624
423,colorMasks,0.017676
424,encodeMessages,0.000051
425,decodeMessages,0.000014
426,std_convolve_clamp_to_0,0.022796
427,std_convolve_clamp_to_border,0.029433
428,flipX,0.022907
429,flipY,0.036258
430,encodeBytes,0.600832
431,grayscale_avg,0.006724
432,grayscale_lums,0.004137
433,colorMasks,0.014821
434,encodeMessages,0.00002
435,decodeMessages,0.000061
436,std_convolve_clamp_to_0,0.010537
437,std_convolve_clamp_to_border,0.022287
438,flipX,0.032914
439,flipY,0.018415
440,encodeBytes,0.608029
441,grayscale_avg,0.00485
442,grayscale_lums,0.003665
443,colorMasks,0.025709
444,encodeMessages,0.000023
445,decodeMessages,0.000014
446,std_convolve_clamp_to_0,0.023966
447,std_convolve_clamp_to_border,0.022536
448,flipX,0.033212
449,flipY,0.031229
450,encodeBytes,0.705624
451,grayscale_avg,0.003349
452,grayscale_lums,0.002697
453,colorMasks,0.015988
454,encodeMessages,0.000012
455,decodeMessages,0.000033
456,std_convolve_clamp_to_0,0.019513
457,std_convolve_clamp_to_border,0.024772
458,flipX,0.022552
459,flipY,0.032823
460,encodeBytes,0.608389
461,grayscale_avg,0.002539
462,grayscale_lums,0.002719
463,colorMasks,0.012991
464,encodeMessages,0.000017
465,decodeMessages,0.000011
466,std_convolve_clamp_to_0,0.01615
467,std_convolve_clamp_to_border,0.01707
468,flipX,0.022643
469,flipY,0.041066
470,encodeBytes,0.659513
471,grayscale_avg,0.002381
472,grayscale_lums,0.006496
473,colorMasks,0.013497
474,encodeMessages,0.000023
475,decodeMessages,0.000016
476,std_convolve_clamp_to_0,0.015454
477,std_convolve_clamp_to_border,0.028766
478,flipX,0.031377
479,flipY,0.026707
480,encodeBytes,0.677984
481,grayscale_avg,0.003043
482,grayscale_lums,0.002364
483,colorMasks,0.015817
484,encodeMessages,0.000062
485,decodeMessages,0.000022
486,std_convolve_clamp_to_0,0.021139
487,std_convolve_clamp_to_border,0.024553
488,flipX,0.022301
489,flipY,0.024051
490,encodeBytes,0.597286
491,grayscale_avg,0.002983
492,grayscale_lums,0.003122
493,colorMasks,0.021934
494,encodeMessages,0.000011
495,decodeMessages,0.000032
496,std_convolve_clamp_to_0,0.011566
497,std_convolve_clamp_to_border,0.012198
498,flipX,0.021677
499,flipY,0.030999
500,encodeBytes,0.608856
,,0.07334528
